seconds_elapsed,ax,ay,az,gx,gy,gz
0.073762451171875,-0.1306565705664455,0.1080927104502916,0.6761760910332203,-0.1730104088783264,-0.0288983825594186,-0.0617117621004581
0.08378857421875,-0.0884497062169015,0.0608680910039693,0.6168120479166508,-0.2173472344875335,-0.0701496824622154,-0.073924221098423
0.093814453125,-0.0446073496200144,-0.0240734244288876,0.5102297420293093,-0.2231053709983825,-0.0743025168776512,-0.0655817463994026
0.10384033203125,0.0083851126380264,-0.0973272054817527,0.307906842264533,-0.2053029388189315,-0.0423879995942115,-0.0394566655158996
0.113866455078125,0.0734875532761216,-0.0919587737837806,0.1530523806393146,-0.1661085188388824,-0.0185556709766387,-0.0129048051312565
0.12389306640625,0.1101315228015184,-0.0294060541611164,0.1101940666437149,-0.1139318645000457,-0.0181918814778327,-0.0012167238164693
0.133919189453125,0.1201461363375186,0.0460358845857903,0.0759732326120138,-0.0593360364437103,-0.0258778259158134,-0.0068541043438017
0.143945068359375,0.0272124165743589,0.1169574232988059,-0.0014081132322549,-0.0040038051083683,-0.0208913218230009,-0.0251612067222595
0.153971435546875,-0.0805376179181039,0.1333604226976633,-0.0454307948321104,0.0348001755774021,-0.0108820255845785,-0.05228828266263
0.163997314453125,-0.1265618485987186,0.0834634422369301,-0.004108604362607,0.0519378818571567,-0.0001971567980945,-0.072447083890438
0.1740234375,-0.0881714737974107,0.0294779503535479,0.1280553020268678,0.0476062409579753,0.0070012467913329,-0.0814534574747085
0.18405029296875,-0.0333414208486676,-0.0358525634193792,0.2393845101803541,0.0333255715668201,0.0108375307172536,-0.0833757296204567
0.194076416015625,-0.0057844286203384,-0.072622680075094,0.283842660588026,0.0211348384618759,0.0176504775881767,-0.0819123685359954
0.204102294921875,0.0316251184500753,-0.0924345380693674,0.2568903562545776,0.0051582679152488,0.0233238097280263,-0.0732118263840675
0.21412841796875,0.0821310245893895,-0.1150864052625373,0.2111076792448759,-0.0053588710725307,0.0206703208386898,-0.067383736371994
0.224154296875,0.0852225608639419,-0.1281330799708142,0.1533539939343929,-0.0029567000456154,0.0042311600409448,-0.0658510848879814
0.23418017578125,0.0698896749146282,-0.1048957045072689,0.0291577054232358,0.0076083932071924,-0.0081319566816091,-0.0663278177380561
0.244207275390625,0.0640415334083139,-0.1057539287718012,-0.0625958646446466,0.0217987820506095,-0.0199321582913398,-0.0662290155887603
0.2542333984375,0.0784052820645272,-0.1256503597769886,-0.0808195035994052,0.0245345793664455,-0.0261595025658607,-0.0612414218485355
0.26425927734375,0.1122783255718648,-0.1444147180123254,-0.0150707278817892,0.0225425362586975,-0.0505748279392719,-0.0562139078974723
0.27428515625,0.1422296655908227,-0.1397420500261709,0.0748246470987796,0.0167945940047502,-0.0781125426292419,-0.0473015420138835
0.284311279296875,0.1559016325905919,-0.1218428207201883,0.1016506947040557,0.0142387580126523,-0.1094579473137855,-0.0397434905171394
0.294337158203125,0.1568044266492128,-0.1003427539106458,0.0665858110636472,0.0222463496029377,-0.137056827545166,-0.0364994928240776
0.3043642578125,0.1723419683251529,-0.1158941049162298,0.0175578685224056,0.0303915198892354,-0.1635959297418594,-0.0309320352971553
0.314390380859375,0.1772743101608008,-0.1289284315995872,0.0655289954870939,0.0344140008091926,-0.1727285981178283,-0.0202802848070859
0.32441650390625,0.1590857425194233,-0.1037099653214216,0.1795756459057331,0.0243983827531337,-0.1545424163341522,-0.0066329166293144
