seconds_elapsed,ax,ay,az,gx,gy,gz
0.069461669921875,-0.2794236385693773,-0.7066779776070267,-0.3770540282487869,0.4534661173820495,-0.1321932226419448,-0.3874038755893707
0.079487548828125,0.138307998635061,-0.7432356570884585,0.2109820070385932,0.2794271111488342,-0.0933332070708274,-0.4004631042480469
0.089513671875,0.286891453699395,-0.5104267624387517,0.5170528660476208,0.1480925232172012,-0.016617652028799,-0.3888533115386963
0.09953955078125,0.2346722043035551,-0.3535073311077431,0.4342699534207582,0.0952786430716514,0.0625157803297042,-0.3719714879989624
0.109565673828125,0.365206171403639,-0.2399659633301198,0.3864841198951005,0.095652550458908,0.1090864762663841,-0.3624472320079803
0.119591552734375,0.509666153329797,-0.0168393449895083,0.5947217966616153,0.1254736930131912,0.1091559007763862,-0.356289803981781
0.129617431640625,0.658102966465056,0.354325917481631,0.8549041801989078,0.1852616667747497,0.0993072614073753,-0.3251553177833557
0.139643310546875,0.8490816115252673,0.6569376490127294,1.177106089797616,0.2491528242826461,0.106214165687561,-0.2656341195106506
0.149669189453125,1.105181109663099,0.927878669386357,1.5034125121057034,0.2961035668849945,0.117302767932415,-0.2061651945114135
0.1596953125,1.188288139677793,1.0835617638554425,1.89063137601614,0.3132725358009338,0.1315400600433349,-0.1686874479055404
0.16972119140625,1.1143684785947203,1.1679637290515006,2.2617776415258644,0.3126083314418793,0.1305088847875595,-0.1363739818334579
0.17974755859375,1.1162075305901469,1.1180717170268295,2.598068866753578,0.3011736869812011,0.1284828186035156,-0.07611034065485
0.1897734375,1.208152677707374,1.0992257814552635,2.922766684821248,0.3086417317390442,0.1474783420562744,0.0132967699319124
0.19979931640625,1.1170558179825545,1.0411900643330068,3.131677730804681,0.343689352273941,0.1916943937540054,0.0971356034278869
0.209825439453125,0.9522297051802276,0.82279164355807,3.324488121336698,0.3775998950004577,0.2435381561517715,0.131455510854721
0.219851318359375,0.6741840404331684,0.6500903404012323,3.731889941576123,0.3965374827384949,0.2942087650299072,0.092897780239582
0.22987744140625,0.1819555998448282,0.4364438268611207,4.186077478387952,0.3940910995006561,0.3373666107654571,0.0035681643057614
0.2399033203125,-0.3051979486320167,0.3082478377219289,4.661112572917342,0.3808861076831817,0.3810145556926727,-0.1069976016879081
0.249929443359375,-0.6102881991058587,0.2942447573379613,5.226904627692699,0.3300564885139465,0.4320079684257507,-0.23317950963974
0.259955322265625,-0.843482622474432,0.3418655547613278,5.817843983206153,0.2110369205474853,0.4582403600215912,-0.3538492023944855
0.269981201171875,-1.0791155250363051,0.4750777646273374,6.353999024608731,0.0175622999668121,0.4500965774059295,-0.4297936856746673
0.28000732421875,-1.2152128253519534,0.5078079217098653,6.7429106639117,-0.210895374417305,0.4574143290519714,-0.4534757733345032
0.290033447265625,-1.4098250046089291,0.5741725643035024,7.065057628452777,-0.425126701593399,0.4450335502624511,-0.4501958191394806
0.3000595703125,-1.6690307981990278,0.7237710781618952,7.177077741479874,-0.5686171650886536,0.3767763674259186,-0.4216784834861755
0.31008544921875,-1.6234405750215053,0.8819139138080179,6.671471567597985,-0.5694179534912109,0.2803531587123871,-0.2990542948246002
0.320111572265625,-0.9636488517519086,1.0111238657627255,5.522534756708144,-0.3720501363277435,0.2717297673225403,-0.1171355620026588
